first_wak,second_wak,third_wak,fourth_wak,fifth_wak,sixth_wak,seventh_wak,eighth_wak
ชลาเอยไป่คิดบ้าง,เวรกรรม ไรฤๅ,ขบฆ่าคาบเณรสำ,เหนียกรู้,ฤๅไป่ทราบจึ่งทำ,ประทุษโทษ ท่านแฮ,ฤๅว่าเณรนั้นผู้,ประมาทแล้วจึ่งทำ
แต่เณรศีลสิบป้อง,ปกกาย,พาฬพยัคฆ์ยังหมาย,ภักษ์ได้,นุชพี่อยู่เกรงชาย,จักลอบ โลมแฮ,แม่จุ่งครองสัตย์ไว้,สวาดิถ้าเรียมถึง
จากระยะย่านนั้น,โดยพลัน,เสียวสุดกำดัดศัลย์,โศกช้ำ,นึกนุชทุกแนวมรร,คาย่าง เจียวแม่,พักตร์พี่เปี่ยมเปียกนํ้า,เนตรเยิ้มย้อยผลู
พักตร์พี่เป็นคราบนํ้า,เนตรกรัง,ลาญระลึกอาลัยหลัง,พิลาปไห้,ห่วงสร้อยสุมาลย์บัง,อรอยู่ เดียวแม่,เรียมไป่อาจจักไว้,จิตด้วยใครถนอม
โอนุชจักเหน่อเนื้อ,นิทรา,แม่จะเคร่าครวญหา,โหกสะอื้น,คิดคิดยิ่งแค้นอา,รมณ์เจ็บ ยิ่งแฮ,ยามดึกแม่จักฟื้น,ฝ่านํ้าตาครวญ
เรียมล่วงจรลิ่วแล้ว,ลาญแด,นึกแม่พักตร์เพ็ญแข,แข่งหน้า,เล็งตลอดผลูแล,ระลวงเทวษ วายฤๅ,เห็นแต่ป่ากับฟ้า,ฝ่ายน้องไป่เห็น
ลุศาลาหนึ่งชี้,นามา,ขนานชื่อสิบบาทปรา,กฏแจ้ง,ความเล่าคดีอา,การเหตุ ต้นเฮย,หญิงหนุ่มผู้หนึ่งแย้ง,ยั่วเถ้าชายพนัน
เดิมมีต้นข่างข้า,คบสุด สูงแฮ,หญิงหนุ่มว่าหากบุรุษ,ร่างเถ้า,ขึ้นตลอดเสมอคุดร์,คบกิ่ง นั้นพ่อ,เราจักยอมยอบเข้า,คู่ห้องแห่งสถาน
ชายแก่หนึ่งนั่งนั้น,ขานคำ,รับว่าเราจักทำ,ตอบได้,ขึ้นเสร็จอย่าคืนสำ,เนียงกล่าว นาแม่,หญิงปฏิญาณสัตย์ให้,แด่เถ้าชายชรา
ชายแก่ปีนป่ายขึ้น,ถึงคบ คางเฮย,แล้วเลื่อนลงดินปรบ,หัตถ์ยิ้ม,หญิงสาวซ่อนตัวซบ,พักตร์แอบ นิ่งแฮ,อายประหนึ่งจักปิ้ม,แทรกพื้นภูมิสถาน
เสียเงินสิบบาทให้,ชายชรา นั้นนา,ชื่อจึ่งปรากฏมา,แต่นั้น,จริงเท็จสุดแต่วา,จากล่าว เขาพ่อ,รอยว่าเหตุสิ่งซั้น,สนัดนํ้าใจหญิง
เรียมถามทราบเหตุแล้ว,ฤๅรอ,เดินนึกนุชพี่หนอ,เนิ่นแล้ว,ปานนี้แม่จักพอ,วายเทวษ แล้วฤๅ,เรียมคิดทุกย่างแคล้ว,ไป่รู้วายคะนึง
เรียมมุ่งทุเมศไม้,มองหา,ทุกพุ่มเพิงพนา,เวศค้น,อรอัครพนิดา,ดวงสวาดิ เดียวแฮ,ถนัดแต่พฤกษาต้น,เกลื่อนพื้นเพียบผลู
มาลิศมะลิเลื้อย,เครือวัลย์,กลิ่นตลบวนาสัณห์,ซาบฟุ้ง,รวยรสระรื่นรัญ,จวนจิต,หวาดว่านุชเนาคุ้ง,เขตนี้คอยเรียม
หอมมะลิมาเลศสร้อย,เสาวคนธ์,อวลอบขจรสถล,ทั่วพื้น,ฉมกลิ่นบุปผากล,กายกลิ่น นุชนา,ปรางแม่ประแป้งชื้น,แชล่มหน้านวลผิว
ปานฉะนี้แม่จักเศร้า,ทรวงตรอม,ปรางประทิ่นเคยหอม,หื่นห้อง,นับแต่จักมัวมอม,หมองพักตร์ เผือดแม่,ฤๅจะห่อสไบป้อง,ปิดหน้านอนศัลย์
ฉมกลิ่นการะเกดแก้ว,กำจร,กลกลิ่นปรางสมร,แม่นหน้า,ลำเจียกจรุงดอน,ดงชัฏ ฉมแฮ,นึกกลิ่นสไบผ้า,รํ่าน้องห่มหอม
แพรอรอวลอบฟุ้ง,ฟูอาย,ร่ำพัตราโฉมฉาย,แช่มช้อย,ผจงกระแจะจันทน์ปราย,ปรุงประ โปรยฤๅ,เรียมจากเจ้าจักห้อย,บ่าให้ใครชม
อกเอยเรียมจากเจ้า,จำไกล,รอยว่าบาปเพรงไหน,แน่สร้าง,ฤๅว่าเคราะห์ร้ายไร,แรงดุ ยิ่งนาง,สนองเสน่ห์เนิ่นค้าง,ค่ำเช้าช้ำทรวง
แรมผลูทุเรศด้าว,ดงดอน,จิตเจ็บเจียนคมศร,เสียดเนื้อ,บำราศรักร้างจร,ใจห่วง หลังฮา,หิวสวาดิอิ่มเอื้อ,โศกซั้นทรวงหมอง
นึกนุชทุกย่างเท้า,ทางเดิน,บงฉมาไม้เหิน,ห่างต้น,พยอมยางสลับเนิน,แนวป่า,กลว่านุชเรียมพ้น,เพื่อนชู้ชายปอง
ลุนามดำแหน่งนั้น,หนองคน ทีเฮย,เรียมผ่าวอุรารน,รุ่มร้อน,เห็นหนองนึกแสวงชล,ชุบอก เรียมฮา,ถนัดแต่สินธุข้อน,ขุ่นแค้นกลางหนอง
หนองขุ่นอุทกข้น,ขาดแคลน,เรียมขุ่นกระมลแสน,สุดชี้,สายชลขุ่นหนองแทน,จิตพี่ ขุ่นแม่,น้ำจิตพี่ขุ่นนี้,ยิ่งน้ำกลางหนอง
ชลเนตรเรียมรํ่าไห้,หากรอง ไว้ฤๅ,มากกว่านํ้าหนองสอง,ส่วนได้,ชลเนตรประหนึ่งฟอง,ชลพรรษ เสมอฤๅ,คลาดนุชกึ่งวันไคล้,คลาดเพี้ยง พ้นพรรษ์
ทุเรศบำราศสร้อย,สงสาร สมรเอย,เรียมวิโยคจิตปาน,ป่วยชํ้า,โอจะนับทิวานาน,กลับสู่ สมแม่,ทรวงพี่โอจักกล้ำ,เกลือกน้ำเนตรครวญ
คิดแล้วยิ่งคิดลํ้า,ลุนาง,โฉมแม่อยู่เดียวขนาง,เนิ่นแล้ว,ฤๅเจ้าจักใจจาง,จากพี่ แล้วแม่,ผิดคิดคอยเรียมแคล้ว,คลาดน้องมานาน
อกเอยอาภัพโอ้,อัปลักษณ์,บำราศกำลังรัก,ร่วมน้อง,ยังไป่จากใจจัก,ควรจาก แล้วฤๅ,นึกว่าเวรจำต้อง,จากเจ้าจางใจ
ป่านนี้ใครจักอุ้ม,แอบนอน,เห็นแต่เพียงฟูกหมอน,ม่านมุ้ง,ประตูช่วยขัดกลอน,กล่อมนุช ด้วยนา,ถนอมกว่าเรียมจักคุ้ง,ขวบเถ้าวันถึง
เรียมตรอมกมเลศเพี้ยง,ผอมผิว หนังเฮย,หวนโหกเสน่ห์หิว,แหบไส้,หากว่าเลื่อนลมปลิว,ปลอมเพศ ได้นอ,เรียมจักล่องลมไคล้,สู่ห้องแห่งสมร
อายจิตคิดเปล่าโอ้,อกเย็น,เยือกพิโยคยามเข็ญ,คับแค้น,เนื้อว่าเคราะห์คราวเป็น,ปางเกิด กรรมนา,จากนุชน่อยหนึ่งแม้น,สติม้วยมึนตน
ลืมตนสติตั้ง,เตือนใจ,กำสรดสุชลไหล,หลั่งหน้า,กลืนอัสสุธาไร,รันทด เทวษเอย,หวาดประหวั่นทรวงว้า,เหว่ลํ้าลำเค็ญ
โอโอเยาวลักษณ์สร้อย,สงสาร พี่เฮย,เจ้าจักคอยเรียมขาน,ข่าวถ้า,ห้องจะเยียบเย็นปาน,ปูนป่า ชัฏแฮ,จะเสนาะแต่น้องอ้า,โอษฐ์ร้องเรียกเรียม
จักคอยทุกคํ่าเช้า,เพรางาย,ยามเมื่อสิ้นสุริย์ฉาย,ชืดฟ้า,กรแม่จักประคองชาย,สไบเช็ด เนตรแฮ,แป้งจักลืมผัดหน้า,เผือดเนื้อนวลฉวี
ฝืนถวิลเทวษย้าย,ยลพนา เวศเฮย,ตลอดพุ่มพนาหา,แห่งค้น,แสวงแม่เอกอรทา,เรศพี่,ถนัดแต่ลำไม้ต้น,แต่น้องฤๅเห็น
ลุทุ่งมรกตชี้,นามแดน ดงเฮย,เรียมนึกมรกตแหวน,นุชก้อย,เคยใส่กรีดนิ้วแขน,ขยับอ่อน ตรูแฮ,มรกตแสงนํ้าย้อย,จับหน้านวลฉวี
ปานนี้จักกรีดก้อย,กรอใคร เล่านา,ฤๅจะแมกม่านไข,ขัดเนื้อ,ผัดผิวผจงไร,กันพักตร์,ทาประทิ่นธารเชื้อ,ชุบนํ้าอบชโลม
นึกโฉมวรรูปน้อง,นงพาล พี่เอย,คิดเนตรจำสัณฐาน,ถี่ถ้วน,เรียมตกตะลึงลาน,ลืมหลับ เนตรแฮ,โฉมแม่โองามล้วน,ระลึกแล้วลืมตน
คิดโฉมอรแชล่มหน้า,นวลติด ตาเฮย,ยามเมื่อเรียมร่วมสนิท,แนบเน้น,นาสิกกลิ่นปรางชิด,ฉมประทิ่น นางแฮ,โออกปานนี้เว้น,ว่างว้างนานวัน
ปานนี้ยุพเยศสร้อย,สาวสนิท เรียมเอย,แม่จะเปลี่ยวเปลือยจิต,จอดห้อง,จักหนาวเมื่อยามนิทร,นวมห่ม หายฤๅ,ยามดึกเจ้าจักร้อง,ร่ำไห้หาเรียม
ใครเลยจักกกเนื้อ,นางถนอม เล่านา,ดวงพักตร์จักผิดผอม,เผือดเศร้า,นึกกลุ้มกลัดจิตตรอม,ตรมเทวษ ยิ่งแฮ,เช้าค่ำคิดลุเจ้า,ไป่รู้วันวาย
คิดพลางเดินดุ่มย้าย,ยาตรจร,ล่วงพนัสสิงขร,เขตกว้าง,ลิ่วลับวนาดร,ดงใหญ่ ยิ่งแฮ,เปลี่ยวอุระอ้างว้าง,วิเวกว้าวังเวง
ดลแดนเขาตกโอ้,อาดูร,ตกประหม่าเพียงสูญ,สติม้วย,รอพรรคเพื่อนผลูยูร,ยาตรหยุด พักแฮ,พลางตกตะลึงด้วย,ระลึกน้องฤๅลืม
ศาลเจ้าเขาตกตั้ง,ริมไพร,ฤๅว่าเจ้าสิงไศล,แหล่งนั้น,ศักดิ์สิทธิเกรียงไกร,เกริกฤทธิ์ ยิ่งแฮ,ถ้วนทุกคนฦๅขรั้น,คิดคร้ามครบสกนธ์
บัดเรียมชุลิตน้อม,คำนบ,ถวายเครื่องสังเวยครบ,สิ่งไหว้,บำบวงเทพเคารพ,เรียมสุ จริตแฮ,เทียนธูปบุษป์เมี่ยงไม้,หมากพร้าวมินมางส์
อ้าเทพสถิตด้าว,ดอยพนม นี้เฮย,เชิญรับบำบวงสม,จิตข้า,เฉพาะพักตร์ภิรมย์บรม,ดิเรกรส อร่อยแฮ,เชิญพิทักษ์ถ้วนหน้า,ที่น้อมอัญชุลี
อัญขยมชุลิตท้าว,เทพา รักษ์แฮ,ขจัดแทตย์ทศริษยา,พยศไร้,อีกพาฬมฤคในพนา,เวศวัส นี้ฤๅ,ขจัดจุ่งไกลอย่าใกล้,เกลือกกลํ้าเกลื่อนสูญ
ช่วยข้อยพิทักษ์ทั้ง,ทวยผอง,มิตรญาติหญิงชายปอง,ปกคุ้ม,อีกนุชหนึ่งข้าจอง,จอดเสน่ห์ เล่านา,ขอเทพทุกสุมทุ้ม,สถิตไม้มาระวัง
นอบเจ้าเขาตกแล้ว,ลาจร,รํ่าฝากสุดาสมร,มิ่งแก้ว,กามแดเด็ดสวาดิรอน,บำราศ รักนา,ทุกย่านระยะแคล้ว,คลาดซ้องสั่งถวิล
กลางดอยยามดึกโอ้,อกเรียม,สันโดษกำเดาเหนียม,หนึ่งหน้า,เพลิงราครุ่มทรวงเกรียม,กรอมเทวษ,เห็นแต่ป่ากับฟ้า,ฝากเศร้าสู่สมร
กำเดากำดัดซ้อง,สุนทร เสนาะเฮย,สั่งเสน่ห์สิงขร,เทพไท้,เชิญเสาวณิตเรียมวอน,สวาดิสั่ง ด้วยฮา,รับสาสน์สังหรณ์ให้,เหตุน้องเนาหลัง
กลางป่าเสียงโป่งกร้าว,เกรียวไพร,เสียวเสนาะใจไหว,วาบสิ้น,นางไม้ซุ่มเซิงไทร,สูงเกริ่น เสียงแฮ,เรื่อยระริกรัวลิ้น,เล่ห์ล้อหลอกหลอน
ปีศาจครรชิตร้อง,เริงคะนอง,แสยงสยดโรมสยอง,เยือกสะท้าน,เสียวซาบเซ่นผมพอง,เพียงสั่น กายเฮย,ล้วนแต่ดอยดงด้าน,แด่นไม้มีผี
โป่งกู่เสนาะก้อง,โกลา,หวาดว่านุชกู่หา,ร่ำไห้,โสตพี่เงียบสดับสา,ราหยุด ยืนแฮ,เสนาะสนัดโสตไซร้,สุดเศร้าทรวงเสียว
โป่งเอยวานโป่งบ้าง,บอกความ น่อยนา,หากพธูโดยถาม,ข่าวข้อย,ช่วยพร้องคดีงาม,งอนอย่า พรางพ่อ,แนะยุบลเหตุถ้อย,ถี่ชี้เชิญแถลง
ว่าเรียมทุรัศลํ้า,มรรคา,สารสั่งถวิลหา,ห่อนเว้น,กำสรดสนั่นอา,รญรํ่า รายฤๅ,ระลึกทุกหย่อมหญ้าเส้น,สั่งสร้อยสารสมร
กลางดงประดาษไร้,แรมนวล,กำดัดสวาดิทรามสงวน,อยู่เหย้า,ป่วนปวดกระสันครวญ,ครางคร่ำ,บำราศนิรารสเจ้า,จิตเพี้ยงตรอมวาย
ฉะนี้นุชจะเยือกเหย้า,ยามนอน,ฤๅจะปัดบรรจฐรณ์,ทาบถ้า,นึกว่าพี่จักจร,จวบเสน่ห์ ฤๅแม่,ฤๅจะยืนเยี่ยมหน้า,ต่างห้องคอยเรียม
ฤๅจะรุมกรรุ่มตั้ง,ตีทรวง,กระศกกระสันหวง,โหกเศร้า,ฤๅจะบ่งบงดวง,เดือนต่าง พี่นา,ฤๅจะคอยทุกเช้า,ค่ำแค้นลำเค็ญ
เรียมสั่งเสน่ห์ไว้,กลางไพร,ทวยเทพลำเนาไศล,แหล่งล้วน,บำบวงบุษปมาลัย,ระลึกฝาก สมรแฮ,ขอเทพทุกถิ่นถ้วน,พิทักษ์น้องเนาสถาน
วอนฝากอัคเรศน้อง,นางเดียว,เชิญเทพช่วยแลเหลียว,เหลือบน้อย,ทรวงพี่สั่นเกรียวเกรียว,กรอมเทวษ ยิ่งแฮ,เทพแทตย์เรียมสั่งถ้อย,ทุกหน้าอย่าลืม
สั่งแล้วจรลับเต้า,ตามทาง,เลียบละเมาะเมินหมาง,หมู่ไม้,เสนาะแต่ศัพท์สัตว์กลาง,ราวป่า,แสนวิโยคยามไร้,รุ่มเร้าแรมจร
ลิ่วลิ่วละล่งพื้น,พนมดง,เล็งตลอดทางหลง,หล่มแห้ง,ถนัดรอยอิพภ์กลางดง,ดูดื่น ทางแฮ,ยลพิถีเถินแล้ง,ระลึกแล้งทรวงตรอม
เกรงโป่งปีศาจล้อ,หลอกหลอน,แสยงพยัคฆ์เสขร,ขบเคี้ยว,เกรงคชวรินทร,ทางป่า เปลี่ยวแฮ,เกรงจักหลงทางเลี้ยว,หลากล้ำเหลือกลัว
หวั่นหวั่นสังเวชโอ้,อกเรา,ถนัดแต่แนวเนินเชา,เพื่อนพ้อง,พร้อมพรรคผลูเทา,ทางเถื่อน ทุเรศแฮ,ห่างพิมลพักตร์น้อง,หนึ่งเพี้ยงมาเดียว
ล่วงเนินพนัสนั้น,มานาน,กำสรดกำสรวลสาร,สั่งแส้,สุโนกเสนาะพนานต์,แนวพฤกษ์,หวนสวาดิสังเวชแท้,ทุกข์ท้อทนกรรม
นึกโอกรรมก่อนได้,ดลสนอง เราฤๅ,บำราศรักเราสอง,เสน่ห์ร้าง,โฉมนุชจุ่งจิตครอง,สงวนร่าง เทอญแม่,เกลือกว่าบุญเราสร้าง,มากแล้วคงสม
ตริแล้วเรียมเร่งเร้ง,ฤๅรอ,เดินดุ่มด่วนดาลศอ,โศกแห้ง,ลุยังย่านสระยอ,ระยะชื่อ ชี้แฮ,นามประเทศเยี่ยงแกล้ง,กล่าวให้เรียมโหย
สระยอใครยกตั้ง,นามนาน แล้วฤๅ,ระลึกชื่อยอหวาน,รสลิ้น,ใครชอบรสยอปาน,ปนเล่ห์ หลงแฮ,อร่อยไป่รู้รสสิ้น,ซากคุ้งขวบวาย
ต้นยอยักอย่างใช้,ชอบขบวน,ดอกเด็ดดมสงวน,ทัดเหล้น,ใบผลรากเปลือกควร,คิดยัก ใช้แฮ,ยอต่อยออย่าเว้น,วากไว้ระวังยอ
ใครยอใครยกชื้น,ชมยอ,เรียมนึกนุชพี่หนอ,เนิ่นแล้ว,เกลือกใครเกลียดแกล้งยอ,ยกย่อง ชายฤๅ,เห็นว่าโอจักแคล้ว,คลาดเงื้อมมือเรียม
สระยอนึกยั่นเพี้ยง,ยอคำ คนเฮย,เกรงจะยอนุชถลำ,ลุ่มลิ้น,สุดแล้วแต่บุญกรรม,กอบซ่าง เทอญแม่,บาปส่งบุญสร้างสิ้น,สิ่งนี้จำเป็น
นึกนึกประเล่ห์เพี้ยง,พูนกระสัน,โอว่าเวรใดทัน,เทียบแท้,จึ่งทุเรศแรมขวัญ,เนตรหนุ่ม น้อยนา,หากว่าชีพพี่แม้,ไป่ม้วยจักคืน
เล็งสระเปี่ยมปริ่มล้น,ตีรา,เฉกเนตรเรียมรํ่าหา,โหกไห้,โทเนตรเนืองสุชลธา,ราร่ำ รักแฮ,แสนสระน้ำฤๅได้,กึ่งนํ้าตาเรียม
ถวิลจนจรล่วงแล้ว,เลยมา,ลัดพุ่มพงพฤกษา,ซอกพ้น,หลงละแวกมรรคา,คมชัฏ ชื้อแฮ,ไป่คิดคืนหลังด้น,สะดวกได้ดลทาง
จวบลุยังสระนํ้า,นามสาม เส้นเฮย,ลิบลิบชลาหลาม,หลั่งไล้,ยาวเหยียดเยี่ยงสมนาม,ขนานกล่าว เจียวแม่,เขื่อนขอบปักเขตไว้,หว่างเส้นสระศรี
สาโรชวาเรศล้น,เลอคัน ขอบเฮย,แสนส่วนชโลสรรพ์,สระนี้,ไป่กึ่งสุชลกัน,แสงโศก เรียมแฮ,ถนัดเยี่ยงสระจักชี้,เช่นให้นุชเห็น
เล็งสระระลึกสร้อย,สระธาร,วันเมื่อร่วมวิวาห์สนาน,ซัดนํ้า,เคยเคียงประคองพาน,บุปผชาติ,ใส่คู่มงคลกํ้า,กึ่งเกล้ากลางหอ
คาบนี้เรียมปละเปลื้อง,ปลิดใจ มาเอย,พักตร์แม่เพียงแขไข,แข่งหน้า,ปานนี้จักเผือดใบ,พักตร์แม่ มัวแม่,ฤๅจะผัดผิวถ้า,ทุกเมื้อยามนอน
เล็งนํ้ากลางสระเศร้า,เสียใจ,ถวิลว่าสระสินธุ์ใส,สะอาดล้ำ,เรียมอาบแอบนุชใน,สระสนุก น้อยฤๅ,เบิกสะบัดสไบคํ้า,คู่เต้าเต็มทรวง
ระลึกละลานเล่ห์พลั้ง,เผลอตน,เสื่อมสติตะลึงฉงน,โงกเศร้า,ฝืนสติเตือนตน,ยูรยาตร เหย่าแฮ,คิดทุกคืนค่ำเช้า,ไป่เว้นวันตรอม
จำใจจำยาตรเบื้อง,บทจร,ทุกข์ทุรนทุรายถอน,เทวษไห้,เจียนจิตขาดรอนรอน,แรมร่าง เจียวแม่,โอเมื่อใดจักได้,สู่ห้องแห่งสมร
อกเอยบรรลุท้าย,พิกุล แล้วแฮ,ระลึกกลิ่นพิกุลฉุน,ชื่นชื้น,ล่วงลุศิขรขุน,ศีขเรศ แล้วแม่,ดลประตูป่าพื้น,พนัสแผ้วผ่องกระมล
ลุลานพุทธบาทโอ้,ยามสอง แล้วแม่,ชนสํ่านิกรผอง,พวกไหว้,อึงเอ็ดสุรคะนอง,เพลงเกริ่น เกรียวแฮ,แสงประทีปเทียนไต้,สว่างพื้นบริเวณ
เรียมน้อมศิระตั้ง,มนัส,ถวายชุลิตกระพุ่มหัตถ์,แช่มช้อย,พร้อมพาหนะทุรัศ,จรดครู่ หนึ่งนา,ดึกสงัดนํ้าค้างย้อย,หยัดหญ้าเย็นสยอง
แล้วเลยลุย่านแคว้น,นามขุน โขลนเฮย,พำนักผ่อนกระบือภุญช์,ภักษ์หญ้า,พร้อมพรรคคณะเพ็ญสุน,ทเรศสุข เกษมแฮ,แจร่มศศิส่องฟ้า,เฟื่องน้ำค้างพรม
กรรหายโหกละห้อย,โหยหา,ผองเพื่อนต่างนิทรา,สนิทแล้ว,เรียมตื่นแต่เอกา,กายเทวษ,ยลรัชนีกรแพร้ว,พร่างจ้าแจร่มสี
ดูดาวอาภัพเพี้ยง,ทุรพล,ดกระดะดาษหน,หบฟ้า,ชนชอบแต่เดือนดล,ดวงหนึ่ง ไฉนนอ,นุชพี่เอยหนึ่งหน้า,มากชู้ชายปอง
บ่งบงจันทร์ใช่หน้า,นวลจันทร์ พี่เฮย,จันทน์แม่บดเจิมขวัญ,กลิ่นเกลี้ยง,รื่นจรุงรสสุคันธ์,ฆานชื่น ฉมแฮ,กลิ่นติดแต่วันเลี้ยง,ร่วมน้องวันมา
ยามดึกนํ้าค้างหยาด,หยดโพยม,นึกเสน่ห์หนึ่งโฉม,แช่มหน้า,ยามหนาวจักใครโลม,เลียมสวาดิ เล่านา,หนาวจะห่มแต่ผ้า,พ่วยมุ้งหมอนหนุน
หนาวเหมุทกโอ้,อกอา ดูรเอย,ก่อนพี่นิทรขนิษฐา,แนบเนื้อ,กายกกตระกองอา,ลิงค์ลูบ โลมแฮ,อุ่นอุระยิ่งเชื้อ,ถ่านร้อนแรงเพลิง
ดึกเดือนกระดากด้าว,ดับอา กาศเฮย,ดาวเลื่อนละเวหา,ห่างคล้อย,เมฆกลุ้มกลบดารา,รายกลีบ เกลื่อนแฮ,เวหาศหิโมย้อย,เยือกหญ้าเย็นสยอง
แจร่มประกายพรึกพร้อย,พราวพราว,อากาศเปิดสีขาว,ขอบฟ้า,โกกิละเกริ่นไพรกราว,เกรียวศัพท์ เสนาะแฮ,สุริเยศจรเยี่ยมหล้า,ส่องพื้นภาคโพยม
แว่วโสตเสนาะก้อง,โกกิลา,เรียมสดับสะดุ้งผวา,หวาดพื้น,จวนรุ่งอรุณอา,กาศแจร่ม เรืองแฮ,สุริยส่องสว่างพื้น,ภพแจ้งเจิดฉมา
เสร็จชำระมุขแผ้ว,ภุญช์ภักษ์,พรรคเพื่อนพาหนะสะพรัก,พรั่งหน้า,นึกแม่เอกอรอัคร,ทาเรศ เรียมเอย,ยามเมื่อกินจักถ้า,พี่เพี้ยงลืมกิน
ยามกินหยิบโภชน์กลํ้า,แกลกลืน,ยามนิทรเรียมฝืน,ฝ่าเศร้า,ยามเดินพี่หยุดยืน,ยกย่าง ยั้งแฮ,ยามนั่งพี่นั่งเฝ้า,ฝ่านํ้าตาตรอม
เสร็จภุญช์โภชนพร้อม,เพรียงกัน,จวนสุริยสายสรรพ์,ส่องฟ้า,เรียมรีบสการอัญ,ชลิตพุท ธบาทแฮ,เร็วเร่งฤๅได้ช้า,เสร็จแล้วครรไล
บัดดลมณฑปด้าน,โดยจง,เรียมประคองอุทกสรง,สู่ห้อง,น้อมศีรวรุตมงค์,มอบชีพ ถวายแฮ,อุทิศสการสิ่งซ้อง,ซบเกล้าอัญชลี
ธูปเทียนประทีปตั้ง,บุษบา เพลิงเอย,จุดแจร่มชวลิตสา,รณิศน้อม,เคารพพุทธวลัญชา,บูชิต พระแฮ,มาเลศลาชุตม์พร้อม,สะพรักถ้วนสิ่งสการ
หยิบสุวรรณแผ่นป้อง,ปานปิด,รอยบาทนฤบพิตร,พุทธเจ้า,ดิเรกรจนรุจิต,เจิดโลก,ศาสนนิกรซบเกล้า,เกลือกไหว้วันทนา
เล็งวลัญชบาทเบื้อง,บทมาลย์,จอมดิลกโลกาจารย์,จรดนี้,ประเทิดทัศโนฬาร,สามโลก เลื่องแฮ,ปรากฏวลัญชชี้,ชอบให้สัตว์เกษม
